Edad,Salario,Experiencia,Educacion,Aprobado_Credito
39.96714153011233,4597.383423229612,3.853384293850774,Primario,1
33.61735698828815,1659.9936234978568,6.062640787213914,Universitario,0
41.47688538100692,3036.380342594103,10.522758140609676,Universitario,1
50.23029856408026,1372.1530057316095,3.0440603550613408,nan,1
32.658466252766644,3180.079199825487,5.952157807970917,nan,1
32.6586304305082,3466.9510995037012,4.954022007241167,Universitario,1
50.79212815507391,3883.421154720263,3.601684419853263,Secundario,1
42.67434729152909,3052.2671701141617,5.151245254562005,nan,1
30.305256140650478,3647.5723679982325,10.45939748117354,nan,1
40.42560043585965,3482.108197525579,4.7928764880041665,Universitario,1
30.365823071875376,4345.414289815252,4.792498382780822,Universitario,1
30.34270246429743,4759.125541229846,3.863684866877402,Universitario,1
37.41962271566034,4214.207605777842,6.24619307631051,Primario,1
15.86719755342202,4630.310842458032,2.0003631783059825,Primario,1
17.750821674869673,4190.839882523415,5.364339026435292,Primario,1
29.377124707590273,5187.002668374859,6.3374729617749255,Primario,1
24.87168879665576,5864.146898939243,2.4556357339068935,Primario,1
38.142473325952736,1553.7418200844168,9.793636658671385,Primario,1
25.91975924478789,5133.204717761554,9.683722668378003,nan,1
20.876962986647086,2710.3992253926453,11.74304064962434,Primario,1
49.65648768921554,4185.798625806622,6.714079121495081,Secundario,1
32.74223699513465,4261.355233496269,6.246767428147624,Primario,1
35.67528204687924,4608.436125468359,4.76617326007582,Universitario,1
20.752518137865433,3949.064564683984,5.204507632097115,Secundario,1
29.556172754748175,3995.1192557472195,7.781051847135106,Primario,1
36.10922589709866,4343.396428399563,5.0515565734030465,Primario,1
23.490064225776973,3653.8581714025872,4.547528627515394,Universitario,1
38.75698018345672,2100.54474837192,6.676776099917376,Universitario,1
28.99361310081195,3998.2463451182584,3.1209823167658617,Universitario,1
32.083062502067236,3251.171374299111,9.740978321003254,Secundario,1
28.98293387770603,3165.716319570836,5.025231880343775,Secundario,1
53.522781845089376,3068.43237022468,7.294267503267688,Secundario,1
34.86502775262066,2028.7462908935197,2.595159651041585,nan,1
24.422890710440996,3600.328540741674,4.869622733900795,nan,1
43.225449121031886,4000.798268652441,3.818959679509658,nan,1
22.791563500289776,4768.010409380779,3.945497048155919,Secundario,1
37.08863595004755,3409.2711751557645,1.5875862599780897,nan,1
15.403298761202244,5577.516151657514,8.168946387304075,nan,1
21.718139511015693,4583.757588226055,6.453471371527715,Universitario,1
36.96861235869123,2878.914041238996,0.7436886516527803,Universitario,1
42.38466579995411,3511.7156569896315,4.36252167616332,nan,1
36.7136828118997,6021.543644695127,4.347427506405434,nan,1
33.843517176117594,4759.9524183793765,6.196708131126117,nan,1
31.988963044107113,3473.1156648195756,4.564595510070894,nan,1
20.214780096325725,4892.656157526324,8.261107853165276,Universitario,1
27.801557916052914,2738.7835982472775,7.892242709700744,Universitario,1
30.393612290402125,3447.3228149676033,,nan,1
45.57122226218915,1670.055291871396,-1.680352961891999,Universitario,1
38.43618289568462,4603.704894275408,9.102107159966051,Primario,1
120.0,2834.441468597721,7.384656654883264,Universitario,1
38.24083969394795,3919.4223648199063,4.474615854983368,Universitario,1
31.149177195836835,2453.564466603003,4.2300958645427285,nan,0
28.230779996940413,4200.415912204817,4.7351987640347035,Primario,1
41.11676288840868,3925.8433087178787,5.743598288434289,Secundario,1
45.30999522495951,2526.163008149059,3.3773841986132638,Universitario,1
44.31280119116199,3522.661774797987,0.1890931427961533,Primario,1
26.607824767773614,4133.197255827557,3.4410855873824726,Primario,0
31.907876241487855,4445.1805428981415,4.202737613024812,nan,1
38.31263431403564,5583.3016543618105,6.710429135499144,Primario,1
44.75545127122359,5217.874803562452,1.4361264977154597,nan,1
30.2082576215471,3304.949216582434,6.927859412096694,Primario,1
33.14341023336183,3292.752219736719,1.3860280091773864,Secundario,1
23.936650259939718,2569.3603364744613,6.191722698782326,Secundario,1
23.037933759193294,2990.260986766787,6.657096177073416,nan,0
43.125258223941984,4860.15541005904,4.60888992647817,Secundario,1
48.56240028570823,2410.8835817163676,5.138424628148102,Universitario,1
34.27989878419666,3845.0717963526445,7.092381209502642,nan,1
45.03532897892024,3698.449957965014,3.253775504351928,Primario,1
